PIN,pc1,pc2,pc3,pc4,pc5,pc6,pc7,lat,long_,Prairie_X,sale_amoun,sale_year
07-30-204-165,-3.360196645,0.907578068,1.418176205,0.771627075,-3.246749596,0.128527887,-0.30903489,42.350846,-87.986213,0,131000,2007
07-30-204-166,-3.360001917,0.907639437,1.417942897,0.77135858,-3.245615473,0.128570885,-0.308832507,42.35084,-87.986213,0,129900,2007
07-30-204-167,-3.424539138,0.988267694,1.418975925,0.794465237,-3.240158037,0.097627385,-0.310108043,42.350835,-87.986213,0,141900,2006
07-30-204-168,-3.359610649,0.907765023,1.417473822,0.770824581,-3.243341836,0.12865404,-0.30843007,42.350829,-87.986213,0,129900,2008
07-30-204-169,-3.424146659,0.988395184,1.418505207,0.793933237,-3.237880798,0.097708641,-0.309707162,42.350824,-87.986213,0,129900,2008
07-30-204-172,-4.102305622,1.029671829,1.383271519,1.107662849,-2.919048099,0.169390679,-0.016214449,42.350808,-87.986213,0,119900,2008
07-30-204-173,-3.423354407,0.988661633,1.417553865,0.792881271,-3.233304616,0.097859713,-0.308914774,42.350802,-87.986213,0,141300,2006
07-30-204-174,-3.423154817,0.988730646,1.417313957,0.792620797,-3.232156029,0.097895087,-0.308718639,42.350797,-87.986213,0,139300,2006
07-30-204-175,-3.422954614,0.988800622,1.417073217,0.792361335,-3.231005617,0.0979295,-0.308523291,42.350791,-87.986213,0,141900,2006
07-30-204-176,-3.422753797,0.988871564,1.416831643,0.792102885,-3.229853379,0.097962949,-0.308328733,42.350786,-87.986213,0,145525,2006
07-30-204-177,-3.422552366,0.988943473,1.416589234,0.791845448,-3.22869931,0.097995434,-0.308134964,42.35078,-87.986213,0,134900,2008
07-30-204-183,-3.857405691,0.741638863,1.425934453,1.00828244,-2.872472956,0.304237313,0.026794512,42.350145,-87.985396,0,130250,2007
07-30-204-189,-3.856137459,0.74186106,1.424536638,1.006623222,-2.865693371,0.304682285,0.0281401,42.350112,-87.985396,0,139900,2006
07-30-204-191,-4.074268954,1.013961535,1.42834208,1.084997785,-2.848827302,0.200204675,0.023594695,42.350101,-87.985396,0,118875,2006
07-30-204-192,-3.927187331,0.83121536,1.425228832,1.031695981,-2.857490414,0.270573235,0.027165298,42.350096,-87.985396,0,135900,2006
07-30-204-193,-3.855278086,0.742031069,1.42358588,1.005539828,-2.861132275,0.304957146,0.029019345,42.35009,-87.985396,0,139900,2006
07-30-204-196,-3.854623989,0.742173709,1.422859762,1.004742759,-2.857682867,0.305148262,0.029666539,42.350074,-87.985396,0,129900,2007
07-30-204-214,-3.905882985,0.840203967,1.400735576,1.014084562,-2.752379673,0.271009393,0.041264681,42.34964,-87.98541,0,135900,2006
07-30-205-011,-5.475367798,-0.429113316,-0.96751086,1.193163881,-3.005319062,0.666546638,0.78637608,42.352395,-87.983448,0,195000,2006
07-30-206-005,-3.924009284,-0.397750701,0.703071561,0.9747705,-3.291052868,0.558252704,-0.306534601,42.351822,-87.983507,0,200000,2008
07-30-207-005,-3.481688969,-3.479861245,-1.221629107,-0.892635496,-1.265215786,-2.0030939,1.664337987,42.351967,-87.992388,0,106500,2009
07-30-207-008,-5.9901217,-0.62518773,-1.433596317,-0.301599562,-0.766087743,0.670569918,0.82657878,42.351555,-87.992385,0,153950,2006
07-30-207-013,-3.542650145,0.176682222,1.486321445,-0.113012766,-0.684072057,0.30510065,0.83265195,42.352375,-87.991966,0,166000,2007
07-30-207-025,-4.314986063,-1.166871276,-0.08904437,-0.549057989,-1.211133852,0.052150482,-0.749819947,42.350838,-87.99188,0,125000,2010
07-30-207-026,-4.534180985,-1.337969226,-0.628791922,-0.371158823,-0.884302072,0.49199357,0.425404687,42.351761,-87.992387,0,165000,2006
07-30-208-003,-6.140086429,-0.648726283,-1.58808038,-0.241959892,-0.833728242,0.798711038,-0.56152214,42.352371,-87.99143,0,70500,2010
07-30-208-011,-4.825955072,-0.860305987,-0.349860671,-0.495449068,-1.172030522,0.476466474,0.177462811,42.351274,-87.991421,0,60000,2010
07-30-208-018,-5.370822607,-0.37614157,-0.575285953,-0.219981403,-1.129899547,0.415136461,-0.14274672,42.352505,-87.991006,0,59000,2010
07-30-208-024,-2.414297374,-0.63374514,1.372634688,-0.467919045,-1.300548494,-0.890801327,1.599374682,42.351545,-87.990997,0,142500,2008
07-30-209-011,-2.723679657,-0.880516544,1.683100926,-0.08458616,-1.441636586,-3.022873787,0.134978556,42.351267,-87.990459,0,196000,2007
07-30-209-015,-1.631487353,-0.675798286,2.899975866,-0.341035386,-1.424992003,-1.520001122,0.561871923,42.350718,-87.990454,0,170000,2010
07-30-209-021,-3.817693595,-0.255464729,0.282027169,-0.241369494,-1.181529916,0.387709288,0.382051431,42.352635,-87.990045,0,113300,2010
07-30-209-033,-6.061576971,-1.895013565,-2.311928935,-0.462881858,-1.069865628,1.029806259,-4.610836792,42.350989,-87.990031,0,114000,2008
07-30-209-041,-1.805760063,-2.710025055,0.981490439,-0.631956135,-1.291316485,-0.511431477,1.678941399,42.3515,-87.990461,0,209500,2009
07-30-210-011,-5.839752346,-0.623634634,-1.130180862,-0.058287021,-1.289382748,-0.118702457,0.207273094,42.351259,-87.989497,0,130000,2006
07-30-210-025,-5.706126153,-1.134086899,-1.62658917,0.044419298,-0.981401175,0.429685816,1.083943143,42.352079,-87.989078,0,170000,2007
07-30-210-028,-3.446499648,-1.143605891,0.756731481,-0.34991523,-1.391622941,0.551731065,-0.559781797,42.351668,-87.989075,0,70000,2009
07-30-210-029,-4.344134783,-0.075397086,0.669042393,0.079622659,-1.195877231,0.39892724,0.379531672,42.351531,-87.989074,0,160000,2008
07-30-210-031,-4.522614571,-1.887199569,-1.457211258,-0.717354273,-1.582087981,1.101751576,-0.531883651,42.351256,-87.989071,0,177583,2006
07-30-210-047,-1.923330598,-0.280780892,2.93207062,-0.171127495,-1.454789966,-0.836257413,0.032304398,42.350982,-87.989069,0,213000,2006
07-30-211-002,-2.642449359,-2.146867727,0.555341266,0.496781584,-3.323128623,-0.097159311,0.508721813,42.350802,-87.983736,0,270000,2008
07-30-211-008,-0.829302756,-3.046508914,0.338167088,-0.120100251,-3.953860714,-2.542714691,-0.696284305,42.349875,-87.984014,0,370000,2006
07-30-213-004,3.531371191,-3.615342556,1.50717166,-0.236281703,-1.91287257,-0.132561386,1.734296823,42.356031,-87.9921,0,345000,2009
07-30-213-006,3.461366698,-3.564801496,1.529413701,-0.193979402,-2.085393716,-1.02079723,1.808851501,42.355607,-87.992104,0,422000,2008
07-30-213-016,1.307970305,-1.248894326,1.14077818,0.800302577,-1.797410624,-0.588033273,0.071804667,42.356535,-87.989721,0,382500,2006
07-30-213-021,2.645358527,-3.131379318,1.152181583,0.139313401,-2.325536332,-0.266490981,1.282642782,42.355405,-87.989692,0,355000,2010
07-30-213-023,2.402002539,-2.991655159,1.128326073,0.280939391,-2.198455541,-0.176331948,-0.710348589,42.354993,-87.989688,0,346000,2010
07-30-213-024,1.512476479,-2.419208384,0.789292136,0.157675365,-2.057070496,1.964624125,-3.430258723,42.354764,-87.98967,0,269900,2010
07-30-214-007,2.868694714,-3.202964284,1.357718654,-0.05025656,-2.300946641,-1.251316021,1.454605672,42.35493,-87.991949,0,348000,2010
07-30-214-017,2.81304121,-2.633513507,1.782310452,0.119881318,-2.232050145,-0.657853588,1.176018318,42.355022,-87.990316,0,292000,2010
07-30-214-019,2.524192151,-2.711786544,1.483886855,0.221671539,-2.431647265,-0.998672207,0.696179784,42.354574,-87.990261,0,436000,2007
07-30-302-007,-0.096674633,-2.897848889,0.958519685,-1.99500471,0.358576717,0.646736741,-0.597449058,42.349352,-88.001786,0,250000,2008
07-30-302-045,-2.832186607,-0.619075854,1.037662947,-0.769440853,-0.205416882,-1.041872072,0.459334578,42.345695,-87.996659,0,222000,2008
07-30-302-064,-3.513203896,-0.536081998,-0.273342096,-0.696865549,-0.180943208,-0.907544177,1.13923385,42.345014,-87.995005,0,174000,2006
07-30-302-072,-2.14469335,-2.388549769,-0.018243314,-1.084986492,-0.93950484,-2.758367639,-0.741038006,42.347335,-87.996005,0,485000,2007
07-30-302-073,-2.494008355,-1.239314991,0.540400487,-1.087656317,-0.880497177,-1.134424901,0.139664959,42.347242,-87.995812,0,468000,2007
07-30-302-085,-3.66018766,-2.90041002,-2.30185245,-1.177109435,-0.149500181,-0.394020547,-1.09674638,42.345389,-87.996024,0,265000,2009
07-30-303-017,-3.106049728,-0.307041516,-0.531755323,-1.110502428,1.253694156,-0.305483501,0.446982777,42.34712,-88.003625,0,155000,2008
07-30-303-022,-4.567246313,0.255421492,-0.861136875,-0.814611867,1.538207805,0.357865068,0.686842943,42.34756,-88.003784,0,158900,2007
07-30-305-013,-2.831149763,-2.903988928,-1.563788142,-1.660701451,0.211298085,1.333507133,-3.926804165,42.347141,-87.998511,0,350000,2006
07-30-305-016,-4.67464077,-0.518233247,-0.974928225,-0.513729975,0.595443237,0.303198024,1.89433863,42.346872,-87.997885,0,135000,2010
07-30-305-022,-2.123525031,-2.010894249,0.270222184,-1.122643953,0.270833824,-1.425012734,0.342149193,42.347769,-88.000193,0,156000,2010
07-30-305-023,-3.022008961,-1.50141782,-0.278659267,-0.935247014,0.683659919,-0.814092645,1.470658986,42.347619,-88.000046,0,261000,2006
07-30-306-006,-1.724583334,-2.930719914,0.339677982,-1.262948962,-0.36648499,-0.529134649,1.222904497,42.347036,-87.996806,0,199000,2006
07-30-307-004,-4.212821114,-1.219321239,-1.466653479,-0.984548067,1.178715858,1.13048856,1.301458965,42.347575,-88.001977,0,180000,2006
07-30-307-015,-2.533044688,-0.798568538,0.012370486,-1.226383562,0.362554051,-0.842669234,0.344827076,42.34734,-88.001702,0,160000,2009
07-30-308-001,-1.834431747,-1.172978794,1.119818245,-1.045910385,0.553782691,-1.003029803,0.279980562,42.34766,-88.00088,0,240000,2007
07-30-308-009,-0.702671776,-1.063821699,2.310349312,-1.00737918,0.599963138,-0.317731756,-0.24395789,42.346579,-87.99956,0,345000,2006
07-30-308-010,0.50603131,-1.682803201,2.375983164,-1.530154909,0.218397926,0.760820014,-0.292590278,42.346394,-87.99934,0,330000,2006
07-30-308-013,-1.93867828,-2.591492887,-0.122935439,-1.336045336,0.630109037,-1.112476104,-0.176467875,42.347238,-88.001021,0,207000,2007
07-30-308-015,-4.339944425,-0.437046852,-0.927033216,-0.760395992,1.208865998,0.316337959,0.540026037,42.346907,-88.000907,0,219000,2007
07-30-308-017,-4.526335285,-0.384625974,-1.085223469,-0.647524489,1.011738897,-0.09146888,1.49848635,42.346641,-88.000607,0,147000,2010
07-30-309-020,-4.257913332,0.694949333,-0.590134217,-0.516464617,1.974551103,0.271922914,1.295998732,42.345128,-88.003396,0,194900,2006
07-30-310-005,-4.232587534,-0.066398252,-0.697629323,-0.671684733,1.344829276,0.477020138,1.025349504,42.34656,-88.001842,0,130000,2009
07-30-310-006,-3.52935629,0.089204239,0.099851662,-0.880826697,1.228869486,0.083362696,-0.300221427,42.346277,-88.002633,0,115000,2010
07-30-310-010,-3.499677122,-0.908019811,-1.508580488,-1.215462794,1.348258879,0.796220547,1.127368495,42.345612,-88.002658,0,260000,2006
07-30-310-012,-2.949576753,-0.052237298,0.392919287,-0.966155978,1.356090354,0.081156891,0.037603114,42.345282,-88.00267,0,175000,2008
07-30-310-016,-4.097697636,-0.249461642,-0.618892413,-1.005916942,1.163791102,0.633420162,-2.634805587,42.346106,-88.002097,0,110000,2007
07-30-310-017,-3.783421226,0.32690947,0.057793377,-0.786230853,1.154696831,0.072086459,-0.272746711,42.34594,-88.002113,0,177000,2007
07-30-310-020,-3.347620724,-0.818425744,-0.611579274,-0.918524128,1.356945802,0.157805386,0.913240755,42.345444,-88.002153,0,192500,2006
07-30-311-001,-1.989393567,-0.868020674,1.017617641,-1.142605456,0.963630537,0.251515163,-0.309199134,42.346512,-88.001281,0,295000,2006
07-30-311-003,-1.887903482,-1.490898966,0.621473722,-1.005591206,0.878680419,-1.312036656,-3.11781071,42.346147,-88.001323,0,223000,2006
07-30-311-017,0.022511532,-1.029974014,2.230064093,-1.324989731,0.493697448,-0.576595033,-0.740729397,42.345573,-88.000139,0,195000,2008
07-30-311-023,-1.317974799,-2.124571045,-0.266032285,-1.468581397,0.791037969,-0.974872541,1.835190186,42.34506,-88.001369,0,291000,2007
07-30-312-003,-1.60673623,-1.046743368,0.860162351,-1.333466794,0.090962013,0.041766061,0.144912578,42.345867,-87.999028,0,252500,2008
07-30-312-007,-3.374925497,-0.312781225,-0.272082133,-1.127850988,0.277945545,0.514735242,-2.818918763,42.34505,-87.998905,0,190000,2007
07-30-312-014,-4.143180383,-0.427977369,-0.552451026,-0.645916156,0.587655924,0.49653197,0.568392267,42.345124,-87.998492,0,207500,2007
07-30-313-010,-3.795732762,0.171742558,0.469518878,-0.59169566,0.231247658,0.10414532,-0.43362064,42.344657,-87.997439,0,138000,2006
07-30-313-017,-2.118629866,-1.448647638,0.319872737,-1.025441133,-0.361360393,-1.315122921,-0.950660217,42.345187,-87.997231,0,199000,2006
07-30-314-016,-2.446490757,-0.248194175,1.151565858,-0.871156693,-0.359737673,-0.824679694,-0.270414593,42.344254,-87.993504,0,235000,2006
07-30-315-018,-3.077966441,0.308595937,0.184588669,-0.818788309,1.714713151,0.013433799,-0.368151281,42.343605,-88.003389,0,68250,2010
07-30-315-020,-3.911928253,0.375672171,-0.742947145,-0.610801373,2.019787294,0.184205149,0.709065026,42.343111,-88.003392,0,192000,2008
07-30-316-004,-3.523114163,0.548395999,0.120780341,-0.713216232,1.511272154,-0.069076789,-0.331009498,42.344099,-88.002663,0,156000,2006
07-30-316-007,-3.930872174,-0.256115568,-1.059018355,-0.790218526,1.759702643,0.519156325,0.028420867,42.343605,-88.002664,0,189000,2006
07-30-316-021,-3.868975559,0.438808475,-0.510857299,-0.540507356,1.789957281,0.228516874,0.714002418,42.343109,-88.002165,0,150000,2009
07-30-316-022,-2.860644815,0.421727421,-0.042383728,-0.983005281,1.265517139,-0.347229622,-1.056083152,42.342932,-88.002166,0,130000,2010
07-30-317-001,-2.90109696,-0.306418945,0.258037506,-0.955569913,1.218544569,0.108221441,-0.074222355,42.344523,-88.001582,0,193300,2006
07-30-317-002,-2.189435989,0.326750109,1.428206007,-0.68679383,1.106655874,-0.926089302,-0.00276721,42.344522,-88.001361,0,235000,2006
07-30-317-004,-3.766043106,-2.324464678,-2.384407269,-0.913762398,1.662043978,0.32899752,2.302476328,42.344521,-88.000941,0,197000,2009
07-30-317-008,-3.330352874,-1.49089349,-0.937752815,-0.817506598,0.84517136,-0.072487181,0.710966837,42.344586,-87.999694,0,140000,2010
07-30-317-028,-3.224933978,-0.163304565,-0.075139212,-0.846172345,1.285606436,0.072789279,-0.074603501,42.343018,-88.00107,0,178000,2008
07-30-318-002,-4.436988341,-0.371811725,-0.907042967,-0.488966339,0.714526452,-0.744802041,0.45327404,42.344418,-87.998716,0,103500,2009
07-30-318-016,-3.664262375,0.24541208,0.344413854,-0.609912832,0.607118599,0.0817469,-0.377922516,42.344024,-87.998755,0,100000,2008
07-30-318-018,-4.033181003,-0.215874961,-0.434242766,-0.541367751,0.605201476,-1.172104943,-0.325887904,42.343741,-87.999029,0,181500,2008
07-30-318-019,-2.205940336,-0.348283653,0.564854421,-1.096281546,0.425989165,0.381658746,-0.534867506,42.343588,-87.99914,0,229500,2007
07-30-319-001,-4.13584917,-1.583383319,-1.470151361,-0.580999124,0.329781171,-1.401202552,1.590728383,42.344315,-87.997472,0,166500,2007
07-30-319-003,-3.829005099,-0.233859902,-0.029849612,-0.669550371,0.414904814,0.045376546,-0.166500779,42.344042,-87.997744,0,165000,2008
07-30-319-010,-4.361282281,-0.657933533,-1.254547865,-0.48934166,0.818342251,-0.9456689,0.224942691,42.343102,-87.998648,0,160000,2006
07-30-319-014,-5.362752427,-0.264453957,-1.529397421,-0.647428326,0.681645046,1.029030274,-2.665214968,42.343956,-87.997197,0,169000,2006
07-30-320-005,-4.887537466,-0.086506141,-1.026879782,-0.367067454,0.676771702,-0.53657448,0.509799883,42.34364,-87.996648,0,140000,2007
07-30-320-024,-3.571225162,-1.300301904,-0.574991382,-0.519077289,0.456986196,-1.806394099,1.332933658,42.343747,-87.99538,0,222500,2006
07-30-320-026,-1.91018801,-1.345467484,0.373527434,-0.996795717,-0.066095944,-0.917619743,-0.517742262,42.343653,-87.995902,0,195000,2008
07-30-320-030,-2.166707054,-0.803687548,0.949304691,-0.837133965,0.697215142,-0.291224149,-0.269835962,42.342946,-87.997015,0,197710,2007
07-30-320-032,-3.043651761,-0.474586717,-0.242752781,-0.61637905,0.50300777,-1.801425052,0.017968632,42.342992,-87.996544,0,157500,2008
07-30-320-035,-0.292616364,-1.753326786,2.12164405,-0.980563517,0.501388072,-1.127285503,0.477424393,42.342983,-87.995875,0,260000,2009
07-30-321-004,-1.017211653,-1.564605509,1.384232079,-1.388416974,-0.181327382,-0.134924519,0.455465091,42.343844,-87.993968,0,221500,2007
07-30-322-002,-4.202082764,-0.213083445,-1.620650493,-0.534753839,2.138006018,-0.549191213,0.534983163,42.342494,-88.003501,0,132500,2009
07-30-322-003,-2.910161041,-0.189174593,-0.200091839,-0.782646632,1.721053195,-0.689333609,0.001561115,42.342493,-88.003197,0,100000,2008
07-30-322-005,-4.902706356,0.364372399,-1.618332348,-0.685423647,1.926970799,0.589678007,-2.398378608,42.34249,-88.002753,0,69000,2009
07-30-322-007,-3.006162844,0.061463431,0.023652581,-0.669988801,1.52556861,-0.856357617,-0.143728953,42.342487,-88.002143,0,167000,2009
07-30-322-008,-3.095119447,-0.243338708,-0.224163306,-0.834435965,1.518342682,0.026129917,-0.592906161,42.342486,-88.001866,0,183000,2008
07-30-322-011,-1.741180106,-0.495116687,0.97723111,-0.878139531,1.33360624,-0.219950333,-0.436973997,42.342482,-88.0012,0,128500,2009
07-30-322-012,-2.669129337,-0.7712063,-0.08146821,-0.894703204,1.216880697,-0.202752365,-0.221352805,42.342481,-88.000978,0,173519,2006
07-30-325-001,-4.377642823,-0.133902719,-0.725925195,-0.379893447,1.085381231,0.495203372,1.103704011,42.342519,-87.995448,0,233000,2007
07-30-326-005,-2.76211989,-0.832044359,0.401171739,-0.477896219,1.072851043,0.200796371,1.62380313,42.342584,-87.993696,0,140000,2007
07-30-401-005,-1.58526669,-3.543390191,0.790943163,-1.385844385,-1.221973271,1.888810554,-2.576985064,42.349195,-87.99047,0,412000,2007
07-30-401-008,-2.464255028,-2.064220595,1.02741111,-0.657837092,-1.262553523,-0.707094163,-0.582060233,42.348832,-87.989995,0,352000,2009
07-30-401-023,-1.424431813,-2.097450029,1.501225866,-0.860085375,-0.371640051,-0.35506898,-0.564822911,42.345275,-87.991578,0,330000,2008
07-30-401-025,-2.56286015,-2.247075786,0.148105398,-0.528694766,-0.320143002,-2.823882287,1.578483525,42.344876,-87.991667,0,425000,2010
07-30-401-040,-3.565306575,-1.702689543,-0.123459633,-0.668177612,-0.562319135,-1.353211799,-1.215930324,42.345865,-87.992736,0,450000,2007
07-30-401-044,-2.143379251,-1.206790583,0.914000438,-0.965718617,-0.678049676,-0.681117177,-1.105473577,42.345211,-87.992557,0,208000,2010
07-30-401-061,-1.016745418,-3.168231123,0.811880281,-0.995917723,-0.209025306,-2.042336396,0.805895872,42.343134,-87.989981,0,421000,2009
07-30-401-078,-1.447231974,-2.166994312,0.834108086,-0.907881446,-0.809608457,-2.475162882,0.662487336,42.345432,-87.990051,0,278000,2007
07-30-401-099,-2.418659527,-1.461648741,0.952339307,-0.866422754,-1.566449516,0.135639419,-0.986313902,42.348962,-87.99014,0,321000,2010
07-30-402-001,-5.313627615,-1.448306271,-1.746119678,0.189330859,-2.459821445,2.040767958,-8.29639026,42.349427,-87.988493,0,160000,2009
07-30-402-004,-4.817123386,-0.740180594,-1.009941484,0.746564955,-2.340600792,0.765362447,0.710585641,42.34919,-87.988015,0,80000,2010
07-30-402-005,-3.681928758,-0.956503145,0.013712502,0.739212434,-2.709310122,-1.562949272,0.27018717,42.348901,-87.988547,0,215500,2006
07-30-404-003,0.163844801,-3.636258894,1.855125197,0.057157929,-3.13485609,-2.325722102,1.452329387,42.348967,-87.983896,0,380000,2008
07-30-405-003,-4.354491299,-0.473946371,-0.311029428,0.497617951,-2.344698461,1.445750729,0.512505973,42.348094,-87.988869,0,120000,2007
07-30-405-004,-2.4064993,-2.489447374,-0.047519608,0.31854811,-2.682498302,-2.039571208,0.822683208,42.347929,-87.98886,0,254000,2010
07-30-405-008,-3.529040721,-0.966357772,-0.712026374,0.309161313,-2.34514149,0.435403986,0.380566028,42.347276,-87.988991,0,220250,2007
07-30-405-017,-5.253837476,-0.031524944,-1.072929946,0.819586379,-1.87236906,0.59376792,0.540996207,42.347248,-87.988331,0,160000,2009
07-30-405-022,-4.408564131,-0.502038884,-0.721506353,0.64055757,-1.720588839,1.080049126,1.016875702,42.346704,-87.988877,0,200000,2009
07-30-405-023,-0.845373458,-2.736003796,0.998419601,0.007986297,-2.165952121,-0.902326323,0.580807544,42.346564,-87.988651,0,110000,2010
07-30-406-013,-2.001699639,-3.360822923,-0.108352788,0.3432819,-2.874376984,-1.522252037,-0.840725912,42.348723,-87.984529,0,110000,2009
07-30-406-026,-3.413619625,-1.408646448,-0.498917178,0.641392472,-1.869842322,-0.420562224,2.1073808,42.346882,-87.986304,0,217000,2006
07-30-406-027,-5.372949102,-0.659390199,-1.695032535,0.748134986,-1.766312733,1.061643516,-0.919400707,42.347098,-87.986222,0,191000,2007
07-30-406-028,-2.699955815,-2.312438727,-0.454978912,0.289378829,-2.047008942,1.168217933,2.641309157,42.34727,-87.986163,0,148000,2006
07-30-406-029,-3.01342648,-2.431779786,-0.819876296,0.434466032,-2.136753077,-0.162849862,1.657205818,42.347442,-87.986099,0,237000,2006
07-30-406-032,-3.921791281,-0.809530674,-0.465513649,0.791737574,-2.049143574,0.36466272,0.298626947,42.3476,-87.986943,0,196000,2007
07-30-406-037,-5.204534027,-2.251639297,-2.698294574,0.744706903,-1.826910714,-1.240905506,-0.870995782,42.347751,-87.985957,0,200000,2008
07-30-406-039,-2.236220739,-3.767657359,-0.818349777,-0.156359181,-2.580108948,0.151784374,-3.776447954,42.348121,-87.985811,0,255000,2009
07-30-407-003,-2.983615279,-1.671570381,0.069301491,0.607955828,-2.575307069,-1.282439721,0.765059531,42.347631,-87.985129,0,176500,2009
07-30-407-017,-4.688523317,-0.467396736,-1.190768896,0.931556231,-1.424823603,-0.115113934,1.448295211,42.345321,-87.985103,0,135400,2010
07-30-407-018,-4.034156258,-0.662881879,-0.607762631,0.759696642,-1.793820259,-0.575747999,0.942777969,42.345217,-87.984903,0,162000,2009
07-30-407-022,-3.235062208,0.033512625,0.087096329,0.659674184,-1.940358239,-0.56630498,0.241017614,42.344892,-87.984155,0,197500,2006
07-30-407-023,-3.060016034,-0.781513125,0.178456139,0.640127303,-1.441896571,0.316300999,-0.054451144,42.344717,-87.984231,0,210109,2007
07-30-407-026,-3.355932332,-1.11030883,0.23951356,0.517536762,-2.333263389,1.113034157,-0.108108015,42.347575,-87.984541,0,180500,2008
07-30-407-033,-3.085867854,-0.570144879,0.099629786,0.487066931,-2.492154966,-0.562312868,0.425367386,42.346432,-87.984644,0,215000,2006
07-30-407-041,-4.192764003,-1.434267207,-1.407281719,0.66286053,-1.292940584,1.127359149,1.648639061,42.345265,-87.983796,0,193000,2007
07-30-408-006,-2.895323087,-1.576965216,-0.088288126,-0.694986959,-0.792255562,-1.598440115,-0.575702466,42.345401,-87.989289,0,256000,2007
07-30-408-027,-2.588874713,-1.418519079,0.644981844,-0.430971861,0.070598903,-0.360040327,1.71907514,42.344574,-87.988791,0,250000,2009
07-30-409-006,-3.859309429,-0.616401985,-0.432343943,0.697711562,-1.549412519,0.599539227,0.963089758,42.346353,-87.986869,0,180500,2009
07-30-409-007,-4.907591476,-0.58738606,-1.333719457,0.692380551,-1.571947428,1.102036449,-1.693574364,42.346348,-87.986601,0,190000,2007
07-30-409-009,-2.385229138,-1.775644217,0.281706668,0.446865978,-2.195816154,-1.34469123,0.578095086,42.346498,-87.986034,0,238000,2006
07-30-409-017,-0.748152405,-3.312966486,-0.327609035,0.026803622,-1.886846813,-1.121048099,2.04698289,42.345932,-87.987173,0,337500,2007
07-30-409-022,-4.023115258,-0.300063868,-0.262031351,0.742529142,-1.743842115,0.541856637,-0.009396865,42.34587,-87.986063,0,195000,2006
07-30-409-023,-3.70361596,-1.01158627,-0.580278328,0.691824388,-1.765221486,0.320641462,-0.115716833,42.345686,-87.986092,0,162000,2009
07-30-410-013,-3.836192031,-0.692185967,0.026532516,-0.600980002,0.057004485,0.068912441,-0.370226373,42.343699,-87.992419,0,182300,2007
07-30-410-015,-3.829855945,-0.845459492,-0.163194388,-0.66808027,0.349298491,0.741667883,0.846241942,42.343549,-87.991987,0,209500,2008
07-30-410-032,-3.340589606,-1.131661137,0.093332044,-0.416930089,0.24490964,-2.064061935,-0.827879344,42.342953,-87.99097,0,182000,2007
07-30-411-005,-4.815257165,-0.075727496,-0.364439975,-0.072449431,0.048779535,0.402386675,0.376175251,42.345278,-87.987669,0,150000,2009
07-30-411-018,-3.841012008,-1.445848229,-0.688253615,-0.211773287,0.195488046,-0.509633341,1.145003617,42.344524,-87.985082,0,149900,2009
07-30-411-021,-2.837182114,-0.814368091,0.432762572,-0.648658187,-0.428136797,-0.043807917,-0.999523137,42.344819,-87.987666,0,142000,2009
07-30-411-026,-0.760291942,-2.393572758,1.139829006,-1.118450753,-0.333645962,0.643195892,-0.893550677,42.344708,-87.986575,0,70885,2010
07-30-412-012,-3.636437276,-0.184808469,0.513306209,-0.097923564,0.249924276,-0.104142374,0.174836746,42.343484,-87.985799,0,160000,2010
07-30-412-014,-4.822504175,-0.426854816,-0.934428403,0.054576298,0.579499818,-0.291111642,0.440654779,42.343272,-87.985476,0,186200,2007
07-30-412-016,-4.306291174,-1.057228883,-1.026590809,-0.067720716,0.598194766,0.308943452,0.543081941,42.343129,-87.985033,0,162000,2007
07-30-412-019,-3.331317907,0.001260078,0.57218006,-0.554278476,-0.202688278,0.308534851,-0.328879105,42.343736,-87.987893,0,110500,2009
07-30-412-021,-3.578417241,-0.659061674,0.358173445,-0.440784387,0.213433812,0.329336152,-0.578331918,42.343356,-87.987848,0,202000,2008
07-30-412-024,-3.762032191,-1.753093342,-0.862964525,-0.577208587,0.409856165,-0.287124224,1.420937166,42.342904,-87.988531,0,208500,2007
07-30-412-032,-2.582709048,-1.182926735,0.804797001,-0.463586151,0.158270845,-1.414858235,0.529856336,42.343067,-87.987233,0,216000,2008
07-30-412-037,-4.810212089,-1.216509274,-1.591478633,-0.068272951,0.757603671,0.143372055,2.403814785,42.34357,-87.986752,0,248500,2008
07-30-412-043,-3.724779085,0.176213496,0.615783355,-0.024715432,0.518717491,0.097102812,-0.439609804,42.342862,-87.985728,0,185000,2007
07-30-412-049,-4.123697859,-3.393496568,-2.328461077,0.03702903,0.118926766,-6.533366948,-0.403925059,42.343717,-87.987403,0,118000,2010
07-30-413-001,-5.009066256,-1.025276946,-2.182746573,0.926643137,-0.954088745,0.776316664,0.855157224,42.344046,-87.983697,0,165000,2007
07-30-414-004,-2.484313333,-1.176868298,0.672437046,-0.643871229,0.375239788,-2.013089437,0.218481789,42.34263,-87.992939,0,222000,2006
07-30-414-006,-2.562842458,-0.070298563,1.344776342,-0.478228155,0.56710842,-0.707318421,0.831873651,42.342329,-87.992803,0,219800,2008
07-30-414-018,-4.595023858,-1.774637899,-1.753447372,-0.679680538,0.690118423,1.057173505,-1.613149238,42.342227,-87.990137,0,205000,2006
07-30-416-004,-2.111286871,-2.066128737,-0.150734753,-0.536316833,0.031055217,-3.684679921,-1.565723488,42.342199,-87.98756,0,224400,2008
